,description,id,location,name,price,seller,strikethrough-price,url
91,"Create a precious memory when you stay at the romantic Golden Eagle Resort, a 40-acre property located at the edge of historic Stowe Village next t...",26851,Stowe,Toast to Romance at a Scenic Stowe Hotel,$335,"Golden Eagle Resort : Stowe, VT",$516,https://www.livingsocial.com/escapes/properties/73061?td=26851&pos=91
92,"A perfect combination of cozy and rustic, this lodge rests below the gorgeous California mountains–a soothing, serene outdoor oasis.

The Destina...",26431,Fawnskin,Find Relaxation Below the Mountains of Big Bear Lake,$199,"The Inn at Fawnskin : Fawnskin, CA",$314,https://www.livingsocial.com/escapes/properties/72501?td=26431&pos=92
93,"Serene, picturesque, and always relaxing, the Dominican Republic is the perfect Caribbean getaway—indulge yourself with this tour, offered by Hotel...",26901,,Find Paradise: All-Inclusive 6-Day Trip to the Domincian Republic with Catamaran and Dune Buggy Adventures ,$1042,Hotel Trot : ,$1682,https://www.livingsocial.com/escapes/properties/83969?td=26901&pos=93
94,This natural springs destination has welcomed travelers seeking respite along the legendary El Camino Real for hundreds of years–lose yourself in a...,26457,Santa Fe,Experience Santa Fe’s Wellness Oasis at an All-Inclusive Resort,$289,"Sunrise Springs Resort : Santa Fe, NM",$479,https://www.livingsocial.com/escapes/properties/83839?td=26457&pos=94
95,"

Click here to see the itinerary that reveals the very best of Peru, from big cities to small lakeside villages and cloud-shrouded ruins.

The...",26761,,10-Day Andean Highlights Trip to Machu Picchu + Flights,$1699,Valencia Travel : ,$3798,https://www.livingsocial.com/escapes/properties/83919?td=26761&pos=95
96,"Mirroring the beautiful landscape surrounding it, Blue Moon Rising offers an eco-friendly Escape into the mountainside. With a commitment to sustai...",26781,McHenry,An Eco-Friendly Family Escape to Deep Creek Lake,$299,"Blue Moon Rising : McHenry, MD",$498,https://www.livingsocial.com/escapes/properties/73608?td=26781&pos=96
97,"Situated among century-old pines at the edge of the lake, Sherwood Inn on Lake Joseph delivers a casually elegant atmosphere with traditional Musko...",26871,Port Carling,Welcome Summer on the Shores of Lake Joseph,C$109,"Sherwood Inn on Lake Joseph : Port Carling, Canada",C$212,https://www.livingsocial.com/escapes/properties/7271?td=26871&pos=97
98,The Swiss chalet-style vacation homes of Alpine Village Resort offer amazing views of the Blue Ridge Mountains' rolling hills and lush valleys. Loc...,26831,Burnsville,Beautiful Views at a North Carolina Mountain Resort,$289,"Alpine Village Resort : Burnsville, NC",$425,https://www.livingsocial.com/escapes/properties/71029?td=26831&pos=98
99,"The accommodations at Ocean Shores Inn and Suites are like private beach condos, each offering unique decor and furnishings along with views of the...",26927,Ocean Shores,Laid-Back Living at Ocean Shores Inn,$169,"Ocean Shores Inn and Suites : Ocean Shores, WA",$338,https://www.livingsocial.com/escapes/properties/72099?td=26927&pos=99
100,"Immerse yourself in the beauty and the majesty of central Europe with a little help from the travel experts at Keytours Vacations.

The Itinerary...",26891,,"Explore the Best of Central Europe: Berlin, Prague, Vienna & Budapest Trip",$1699,Keytours Vacations : ,$2499,https://www.livingsocial.com/escapes/properties/83967?td=26891&pos=100
101,"From Budapest to Prague or from Prague to Budapest -- no matter the tour you choose, you're sure to get the best of  each old-world city during the...",26767,,The Best of Old World Europe: 8-Day Escorted Tour to Prague and Budapest + Flights,$999,Triple M Tours : ,$1499,https://www.livingsocial.com/escapes/properties/83925?td=26767&pos=101
102,"Minutes from Yosemite in the historic Gold Rush town of Coulterville, this newly renovated motel makes the perfect base camp, even offering a compl...",26501,Coulterville,Embrace Tranquility and Nature Among the California Pines,$129,"Yosemite Gold Country Lodge : Coulterville, CA",$244,https://www.livingsocial.com/escapes/properties/74186?td=26501&pos=102
103,"Splash through surfing lessons, then kick back next to a bonfire as your guides whip up a hearty meal during this two-day trip to the beaches of Ne...",26291,Troutdale,Whiskey and Waves or Brews at the Beach: Overnight Surf Trip,$299,"Rare Earth Adventures : Troutdale, OR",$550,https://www.livingsocial.com/escapes/properties/75603?td=26291&pos=103
104,"Get a rush from the full California experience on this two-day river and wine adventure, which Sunset magazine calls ""a decidedly refined way to en...",26037,Coloma,Wine and White-Water Rafting in Gold Country,$239,"Adventure Connection : Coloma, CA",$401,https://www.livingsocial.com/escapes/properties/74334?td=26037&pos=104
105,"Relax on white sand beaches and enjoy the beauty of Fiji with a trip from Pacific Holidays.

The Itinerary
Day 1-2: Board your Fiji Airways flig...",26941,,Explore Beautiful Fiji on Your Own Schedule,$1699,Pacific Holidays : ,$2499,https://www.livingsocial.com/escapes/properties/83983?td=26941&pos=105
106,"Perched on the edge of Lake Wawasee, Oakwood Resort is a little slice of classic comfort. Panoramic lake views are nearly ever-present, and the abu...",26921,Syracuse,Make Your Escape to a Secluded Lakefront Resort,$99,"Oakwood Resort : Syracuse, IN",$152,https://www.livingsocial.com/escapes/properties/75709?td=26921&pos=106
107,"Guests sing the praises of The Declan Suites San Diego downtown—and not
 just because it’s built around the city’s symphony hall. The sleek, 
mod...",26727,San Diego,"The Declan Suites, San Diego",$99,"The Declan Suites San Diego : San Diego, CA",$139,https://www.livingsocial.com/escapes/properties/62645?td=26727&pos=107
108,"Natural beauty and rich history make for an unforgettable trip in Greece. Get exploring with Great Value Vacations.  

Day 1:  
• Fly from the U...",26889,,Dreamy Escape to Athens & the Greek Isles + Flights,$1599,Great Value Vacations : ,$2399,https://www.livingsocial.com/escapes/properties/83965?td=26889&pos=108
109,"Bask in the best of summer or soak up serene autumn at this oceanfront resort in Montauk.  

The Destination
Socialites can have the rest of the...",26463,Montauk,Spend Quality Time at a Montauk Beach Resort,$219,"The Surf Club Resort : Montauk, NY",$329,https://www.livingsocial.com/escapes/properties/83843?td=26463&pos=109
110,"The Digs
Escape to one of three Newport Bed &amp; Breakfast Inns: the Blue Jewel, the Black Duck Inn or the Newport Blues Inn. The Blue Jewel mixe...",26559,Newport,Charming Newport Retreat with a Plum Central Location,$387,"Newport Bed and Breakfast Inns : Newport, RI",$777,https://www.livingsocial.com/escapes/properties/73452?td=26559&pos=110
111,"Cabins, yurts, and RV sites accommodate up to eight adventurers seeking to explore the majesty of Yosemite National Park.

The Destination 
One ...",26519,Groveland,"Family Adventure in a Yosemite Cabin, Yurt, or RV Site",$49,"Yosemite Pines RV Resort & Family Lodging : Groveland, CA",$104,https://www.livingsocial.com/escapes/properties/74338?td=26519&pos=111
112,"History meets contemporary style on this Southeast Asia tour, where you'll see the thriving metropolis of Shanghai, breathtaking temples of Cambodi...",26799,,"Explore Asia: Vietnam, China, and Cambodia + Flights ",$1799,Rewards Travel China : ,$3099,https://www.livingsocial.com/escapes/properties/83935?td=26799&pos=112
113,"Tucked among acres of temperate forests and saltwater beaches, The Port Ludlow Inn is an award-winning property with panoramic views of the Olympic...",26823,Port Ludlow,Gorgeous Washington Coast Views Await ,$299,"The Port Ludlow Inn : Port Ludlow, WA",$478,https://www.livingsocial.com/escapes/properties/75025?td=26823&pos=113
114,"Get an adrenaline rush navigating West Virginia's rapids and camping out nearby with River Expeditions.

The Itinerary
Day 1: Arrival
Arrive at...",26829,,White-Water Rafting & Camping Trip in West Virginia,$99,River Expeditions : ,$169,https://www.livingsocial.com/escapes/properties/74795?td=26829&pos=114
115,"Explore the wineries of Paso Robles from a nearby hotel -- you'll even get a complimentary bottle of wine from Rebel Coast Winery, vouchers for win...",26513,Paso Robles,Explore Your Rebel Side at Paso Robles Wineries,$275,"La Quinta Inn & Suites Paso Robles : Paso Robles, CA",$453,https://www.livingsocial.com/escapes/properties/73175?td=26513&pos=115
116,"Nestled on five forested acres in the Woodinville Wine Country, Auberge de Seattle, French Country Inn is a secluded paradise just east of Seattle....",26883,Woodinville,Find Seclusion and French Cuisine in Woodinville,$460,"Auberge de Seattle, French Country Inn : Woodinville, WA",$738,https://www.livingsocial.com/escapes/properties/71071?td=26883&pos=116
117," 
Set in the beautiful San Pasqual Valley, The Ranch at Bandy Canyon captures Escondido's combination of historic draw and modern comfort. The euc...",26773,Escondido,The Old West Meets the New at This Escondido Ranch,$95,"The Ranch at Bandy Canyon : Escondido, CA",$338,https://www.livingsocial.com/escapes/properties/75151?td=26773&pos=117
118,"Day 1:
• Settle in for a welcome lunch or dinner at the hotel's signature restaurant
Overnight at a four-star hotel in Rimini.

Day 2: 
• Enjo...",26869,Rimini,Beautiful Trip to Italy for Cyclists or Non-Cyclists ,$929,"Battaglin-USA : Rimini, Italy",$1590,https://www.livingsocial.com/escapes/properties/72803?td=26869&pos=118
119,"Luxury meets the great outdoors at these romantic canvas cabins in the heart of Millersylvania State Park.

The Destination
A cozy community of ...",26449,Olympia,Peace and Quiet in a Decorated Canvas Cabin,$299,"Pampered Wilderness : Olympia, WA",$778,https://www.livingsocial.com/escapes/properties/74284?td=26449&pos=119
120,"Ascend to the highest point in Africa on an unforgettable Mt. Kilimanjaro trek, courtesy of OneSeed Expeditions. 

The Itinerary
Day 1:
• Fly f...",26779,,Conquer Africa's Highest Peak on a Mt. Kilimanjaro Trek,$2250,OneSeed Expeditions : ,$3450,https://www.livingsocial.com/escapes/properties/83927?td=26779&pos=120
121,"Set ten minutes south of Cannon Beach, the boutique Arch Cape Inn &amp; Retreat provides a tranquil, romantic experience for visitors to the Pacifi...",26739,Arch Cape,Serenity and Sea Breezes at an Oregon Coast Inn,$150,"Arch Cape Inn : Arch Cape, OR",$259,https://www.livingsocial.com/escapes/properties/75599?td=26739&pos=121
122,The GrandView Mountain Cottages are perched atop the Cumberland Plateau with views of the Tennessee mountains. This 145-acre vacation haven boasts ...,26753,Grandview,Scenic Seclusion in a Tennessee Hills Glamping Cabin,$120,"Grandview Mountain Cottages : Grandview, TN",$200,https://www.livingsocial.com/escapes/properties/73315?td=26753&pos=122
123,"A charmingly restored inn in the heart of Florida's cattle and citrus country, Seminole Inn captures the twilight and grandeur of the Old South fro...",26719,Indiantown,Capturing the Charm of Old Florida's Grand Past,$99,"Seminole Inn : Indiantown, FL",$208,https://www.livingsocial.com/escapes/properties/72277?td=26719&pos=123
124,"Set your sights on the best with an Escape to Winter Park Chateau,  minutes from golf courses, fishing, and other luxurious activities. Rooms at th...",26663,Winter Park,Winter Park Has It All,$190,"Winter Park Chateau : Winter Park, CO",$325,https://www.livingsocial.com/escapes/properties/72785?td=26663&pos=124
125,"Along a mile of scenic riverfront, the popular Apple River Hideaway is a tree-lined campground designed for sunny days and festive nights. Grab you...",26689,Sommerset,Float the River from an Apple River Campsite,$40,"Apple River Hideaway : Sommerset, WI",$160,https://www.livingsocial.com/escapes/properties/76163?td=26689&pos=125
126,"At this lakefront hotel, try fishing or boating—or simply sit on the shore and watch the sun set over Clear Lake.

The Destination
Set on the ba...",26489,Lakeport,Sip Wine & Stay on the Water at a Clear Lake Hotel,$199,"Skylark Shores Resort : Lakeport, CA",$350,https://www.livingsocial.com/escapes/properties/72297?td=26489&pos=126
127,"From the comfort of one-bedroom cabins to the natural appeal of open-air RV grounds, Hidden Ridge RV Resort in Hopkins offers plenty of ways to enj...",26733,Hopkins,Commune with Nature in Western Michigan,$56,"Hidden Ridge (Sun RV Resorts) : Hopkins, MI",$92,https://www.livingsocial.com/escapes/properties/74352?td=26733&pos=127
128,"Nestled amid the natural splendor of Big Bear Lake, this rustic mountain resort is the perfect staging ground for romantic getaways and family vaca...",26133,Big Bear Lake,Ski & Explore from a Cabin Near Big Bear Lake,$269,"Golden Bear Cottages : Big Bear Lake, CA",$447,https://www.livingsocial.com/escapes/properties/83543?td=26133&pos=128
129,"Just minutes from the city's Uptown area, the Houston Marriott Westchase is conveniently located in the Westchase neighborhood, a burgeoning busine...",26959,Houston,Marriott Houston Westchase,$79,"Houston Marriott Westchase : Houston, TX",$227,https://www.livingsocial.com/escapes/properties/53769?td=26959&pos=129
130,"This comfortable city hotel is located in the Cambridge quarter of Boston, only 5 kilometers from the city center. University Park and the famous H...",26933,Cambridge,Luxurious Sanctuary at a 4-Star Cambridge Hotel,$179,"Le Meridien Cambridge - MIT : Cambridge, MA",$341,https://www.livingsocial.com/escapes/properties/48533?td=26933&pos=130
131,"See why everyone flocks to Montauk with a stay at this hotel, located just steps from the Atlantic Ocean.

The Destination
Montauk is known as T...",26525,Montauk,Experience the Beach at This Gorgeous Montauk Resort ,$198,"Driftwood Resort : Montauk, NY",$304,https://www.livingsocial.com/escapes/properties/75777?td=26525&pos=131
132,"Get a taste of Paris and the French Riviera during this expansive tour of Nice, Monaco, and the City of Lights itself -- thanks to Triple M Tours....",26765,,"A Taste of Paris & The French Riviera: 8 Days in Paris, Nice, and Monaco During This Escorted Tour + Flights",$899,Triple M Tours : ,$1299,https://www.livingsocial.com/escapes/properties/83923?td=26765&pos=132
133,"See a new side of Asia with this tour, where you'll explore Thailand and Vietnam—provided by Intertrips.com.

The Itinerary

Day 1:
• Board yo...",26815,,Discover Asia with a Thailand & Vietnam Tour + Flights ,$1199,Intertrips.com : ,$1799,https://www.livingsocial.com/escapes/properties/83939?td=26815&pos=133
